filename,PSNR,SSIM,MSE
4708.jpg,24.9979,0.9280,0.003164
4711.jpg,27.5404,0.9368,0.001762
472.jpg,29.0793,0.9329,0.001236
4722.jpg,22.3985,0.9316,0.005756
4727.jpg,21.8838,0.8724,0.006481
4728.jpg,24.1210,0.8553,0.003872
4733.jpg,28.0023,0.9622,0.001584
4746.jpg,22.0782,0.9352,0.006197
476.jpg,24.2042,0.8191,0.003798
4764.jpg,27.1836,0.9689,0.001913
4765.jpg,23.1733,0.9123,0.004816
477.jpg,25.9182,0.9691,0.002560
4771.jpg,16.4635,0.8791,0.022576
4778.jpg,26.4565,0.9412,0.002261
4780.jpg,29.7916,0.9739,0.001049
4794.jpg,23.1087,0.9106,0.004888
480.jpg,24.2673,0.9448,0.003743
4809.jpg,20.4820,0.8635,0.008950
481.jpg,26.3472,0.9532,0.002319
482.jpg,23.2900,0.9238,0.004688
4820.jpg,21.9627,0.9573,0.006364
4829.jpg,24.6295,0.9468,0.003444
4833.jpg,23.8154,0.9285,0.004154
4835.jpg,29.4866,0.9647,0.001125
4841.jpg,22.7373,0.8831,0.005324
4856.jpg,18.1055,0.8699,0.015469
4857.jpg,18.2724,0.8780,0.014885
4866.jpg,28.3372,0.9313,0.001466
4869.jpg,16.1329,0.8337,0.024362
488.jpg,25.7123,0.9292,0.002684
4880.jpg,18.8724,0.8399,0.012965
4886.jpg,21.6618,0.9028,0.006821
4889.jpg,22.2281,0.9432,0.005987
4892.jpg,22.5360,0.8883,0.005577
4897.jpg,27.3304,0.9661,0.001849
4898.jpg,24.0072,0.9262,0.003974
4899.jpg,28.4523,0.9060,0.001428
490.jpg,17.1825,0.7117,0.019132
4900.jpg,20.2406,0.8739,0.009461
4903.jpg,24.7621,0.9530,0.003340
4904.jpg,18.8815,0.8685,0.012938
491.jpg,28.3777,0.9461,0.001453
4914.jpg,26.1480,0.9684,0.002428
4944.jpg,23.1974,0.9245,0.004789
4945.jpg,21.3871,0.9157,0.007266
4952.jpg,21.8453,0.8916,0.006538
4955.jpg,23.0270,0.9138,0.004981
4956.jpg,20.8346,0.9079,0.008252
4959.jpg,27.6919,0.8967,0.001701
4964.jpg,22.9294,0.9299,0.005094
4965.jpg,19.3461,0.8291,0.011625
4966.jpg,28.4050,0.9587,0.001444
4979.jpg,21.4750,0.9251,0.007120
4983.jpg,26.3385,0.9099,0.002324
4987.jpg,22.9294,0.8932,0.005094
5006.jpg,25.3408,0.9449,0.002924
5008.jpg,15.8682,0.8103,0.025893
5009.jpg,30.6900,0.9708,0.000853
502.jpg,24.1048,0.8701,0.003886
5025.jpg,23.5819,0.9401,0.004383
5027.jpg,21.7757,0.9380,0.006644
5028.jpg,28.7995,0.9758,0.001318
5030.jpg,20.0882,0.8745,0.009799
5033.jpg,25.3154,0.9223,0.002941
5041.jpg,27.4194,0.9767,0.001812
5054.jpg,24.7112,0.9213,0.003380
5072.jpg,15.9548,0.8073,0.025382
5073.jpg,27.9590,0.9438,0.001600
508.jpg,18.0431,0.9051,0.015692
5081.jpg,27.9910,0.9372,0.001588
5082.jpg,28.2183,0.9752,0.001507
5088.jpg,26.2329,0.9601,0.002381
5094.jpg,19.5827,0.8529,0.011009
5097.jpg,26.4906,0.9462,0.002244
5103.jpg,21.5746,0.9388,0.006959
5107.jpg,17.4049,0.8753,0.018176
5109.jpg,24.6115,0.9176,0.003458
5116.jpg,26.7321,0.9677,0.002122
5120.jpg,25.3637,0.9647,0.002908
5123.jpg,25.1979,0.9307,0.003021
5126.jpg,25.2627,0.9322,0.002977
5138.jpg,22.6522,0.8898,0.005430
514.jpg,23.3041,0.9250,0.004673
5141.jpg,20.4233,0.8913,0.009071
5142.jpg,25.7458,0.8943,0.002663
5156.jpg,20.2595,0.9178,0.009420
5168.jpg,29.7840,0.8508,0.001051
5169.jpg,24.4388,0.9064,0.003598
5176.jpg,26.0810,0.9423,0.002465
5179.jpg,23.3132,0.9044,0.004663
5181.jpg,21.1190,0.9317,0.007729
5182.jpg,26.2479,0.9299,0.002372
5185.jpg,24.1856,0.9342,0.003814
5188.jpg,28.1587,0.8960,0.001528
5189.jpg,19.1322,0.8581,0.012212
5199.jpg,28.6230,0.8921,0.001373
5201.jpg,24.0120,0.9223,0.003970
5208.jpg,23.1662,0.8449,0.004824
5210.jpg,15.5680,0.6975,0.027746
5212.jpg,21.6968,0.8511,0.006766
5214.jpg,25.8293,0.9012,0.002613
5217.jpg,23.6846,0.9245,0.004281
5230.jpg,27.5639,0.9305,0.001752
5231.jpg,22.5672,0.9517,0.005537
5235.jpg,25.0491,0.9353,0.003127
5240.jpg,22.4072,0.9026,0.005745
5248.jpg,25.2847,0.9475,0.002962
5253.jpg,21.4591,0.9098,0.007146
5254.jpg,15.0599,0.6963,0.031190
5257.jpg,23.6706,0.9261,0.004295
5260.jpg,23.2041,0.8635,0.004782
5262.jpg,26.2392,0.9131,0.002377
5266.jpg,24.6185,0.9407,0.003453
5268.jpg,18.9277,0.8324,0.012801
5269.jpg,18.9258,0.8903,0.012806
5270.jpg,16.8676,0.7424,0.020570
5271.jpg,16.3781,0.7306,0.023024
5280.jpg,24.7209,0.9462,0.003372
5281.jpg,18.0573,0.7067,0.015641
5286.jpg,25.1776,0.9003,0.003036
5297.jpg,22.7603,0.8934,0.005296
5300.jpg,25.3060,0.9588,0.002947
5301.jpg,23.0487,0.9211,0.004956
5303.jpg,23.4828,0.9663,0.004485
5304.jpg,27.9114,0.9306,0.001618
5318.jpg,23.8301,0.9175,0.004140
5320.jpg,24.5663,0.9444,0.003494
5321.jpg,26.5260,0.9729,0.002225
5333.jpg,28.1281,0.8369,0.001539
5335.jpg,27.7088,0.9335,0.001695
5345.jpg,30.6978,0.9272,0.000852
5349.jpg,17.3231,0.8418,0.018522
5350.jpg,23.1419,0.9375,0.004851
5355.jpg,22.9799,0.9028,0.005035
5359.jpg,27.0245,0.9202,0.001984
5370.jpg,23.9721,0.7577,0.004007
5377.jpg,26.4101,0.9389,0.002286
5394.jpg,20.9565,0.9093,0.008023
5399.jpg,15.6132,0.8280,0.027459
5403.jpg,22.4207,0.9458,0.005727
5407.jpg,19.6773,0.8656,0.010771
5408.jpg,27.1589,0.9287,0.001924
5411.jpg,19.9469,0.8811,0.010123
5421.jpg,26.9954,0.9299,0.001997
5441.jpg,23.4839,0.8983,0.004483
5445.jpg,23.2889,0.9068,0.004689
5448.jpg,24.3414,0.9697,0.003680
545.jpg,25.4739,0.9289,0.002835
5450.jpg,21.5807,0.8902,0.006949
5460.jpg,28.9022,0.9266,0.001288
5467.jpg,22.1718,0.8959,0.006065
5472.jpg,25.6067,0.9217,0.002750
5473.jpg,22.3077,0.9009,0.005878
5475.jpg,28.3207,0.9451,0.001472
5478.jpg,27.2118,0.9636,0.001900
55.jpg,22.9887,0.9193,0.005025
5501.jpg,22.3218,0.8637,0.005859
5504.jpg,27.7459,0.9349,0.001680
5509.jpg,28.6807,0.9617,0.001355
5510.jpg,25.0028,0.9419,0.003160
5514.jpg,28.8420,0.9211,0.001306
5515.jpg,24.0393,0.8997,0.003945
5517.jpg,12.6042,0.6269,0.054901
5520.jpg,22.3157,0.8881,0.005867
5523.jpg,15.5456,0.7419,0.027889
553.jpg,26.3608,0.9248,0.002312
5534.jpg,23.8313,0.9394,0.004139
5536.jpg,25.4110,0.9503,0.002877
5542.jpg,20.7003,0.8432,0.008511
5552.jpg,28.4706,0.9549,0.001422
5553.jpg,26.4142,0.9423,0.002283
5558.jpg,28.7454,0.9405,0.001335
5560.jpg,26.7460,0.9587,0.002115
5562.jpg,21.5099,0.9322,0.007063
5564.jpg,27.3947,0.9294,0.001822
5565.jpg,20.2943,0.8110,0.009345
5567.jpg,23.3942,0.7718,0.004577
5583.jpg,28.2159,0.9570,0.001508
5585.jpg,22.2466,0.8792,0.005961
5596.jpg,28.0722,0.9058,0.001559
5605.jpg,27.9504,0.9589,0.001603
5606.jpg,22.8764,0.9527,0.005157
5610.jpg,22.3889,0.8958,0.005769
5616.jpg,24.5799,0.9292,0.003483
5618.jpg,23.5189,0.9151,0.004447
5620.jpg,29.2487,0.9266,0.001189
5627.jpg,23.5146,0.8884,0.004452
5632.jpg,12.4415,0.6409,0.056997
5638.jpg,22.1703,0.8277,0.006067
5644.jpg,21.2766,0.8846,0.007453
5662.jpg,25.4694,0.9606,0.002838
5667.jpg,27.2881,0.9742,0.001867
567.jpg,19.1857,0.7347,0.012062
5677.jpg,27.1057,0.9219,0.001947
5678.jpg,27.1622,0.9390,0.001922
5682.jpg,18.4466,0.8617,0.014300
5687.jpg,22.1472,0.9045,0.006099
5695.jpg,20.3358,0.9174,0.009256
57.jpg,19.3483,0.6311,0.011619
570.jpg,27.8065,0.9465,0.001657
5710.jpg,25.7275,0.9386,0.002675
5712.jpg,21.7360,0.9080,0.006705
5717.jpg,29.1944,0.9326,0.001204
5718.jpg,20.1673,0.8423,0.009622
5724.jpg,26.7274,0.9455,0.002125
5733.jpg,28.6389,0.9385,0.001368
5738.jpg,28.2930,0.9440,0.001481
5747.jpg,23.8506,0.8720,0.004120
5752.jpg,23.7744,0.9237,0.004193
5753.jpg,28.6978,0.9714,0.001350
5754.jpg,23.5464,0.8932,0.004419
5762.jpg,24.1205,0.9054,0.003872
5766.jpg,26.1530,0.9027,0.002425
5778.jpg,19.7025,0.9002,0.010709
5782.jpg,25.6683,0.9167,0.002711
5787.jpg,18.9925,0.8918,0.012611
5792.jpg,24.3424,0.9425,0.003679
5794.jpg,28.5610,0.9447,0.001393
5795.jpg,18.6512,0.6995,0.013642
5798.jpg,23.3519,0.9521,0.004622
5806.jpg,20.0229,0.9018,0.009947
582.jpg,25.9044,0.9038,0.002568
5821.jpg,25.7478,0.8925,0.002662
5825.jpg,29.2873,0.9542,0.001178
5827.jpg,22.3075,0.9065,0.005878
5829.jpg,27.7405,0.9330,0.001682
5832.jpg,22.6680,0.8913,0.005410
5841.jpg,27.8377,0.9332,0.001645
5844.jpg,24.0400,0.8495,0.003945
5845.jpg,26.6400,0.9383,0.002168
5851.jpg,25.5292,0.9358,0.002800
5856.jpg,21.1199,0.8831,0.007727
5860.jpg,21.0241,0.8366,0.007899
587.jpg,25.3168,0.9606,0.002940
5880.jpg,20.5599,0.8735,0.008791
5882.jpg,20.7858,0.9193,0.008345
5889.jpg,26.1854,0.9355,0.002407
5900.jpg,25.0962,0.9087,0.003093
5902.jpg,28.7111,0.9528,0.001346
591.jpg,26.5773,0.9570,0.002199
5918.jpg,23.4468,0.9215,0.004522
592.jpg,28.5028,0.9578,0.001412
5920.jpg,11.7766,0.7602,0.066426
5921.jpg,24.1093,0.9690,0.003882
5922.jpg,27.2262,0.9624,0.001894
5923.jpg,26.9064,0.9438,0.002039
5925.jpg,22.4616,0.9286,0.005673
5927.jpg,15.7898,0.7445,0.026364
5929.jpg,21.7722,0.8592,0.006649
5931.jpg,23.3196,0.8594,0.004656
5935.jpg,25.3471,0.9021,0.002919
5941.jpg,26.5353,0.9296,0.002221
5943.jpg,28.8225,0.9493,0.001311
5947.jpg,19.0552,0.8034,0.012430
5951.jpg,23.6457,0.8962,0.004319
5961.jpg,25.7426,0.9456,0.002665
5969.jpg,24.1242,0.9054,0.003869
597.jpg,29.1273,0.9406,0.001223
5973.jpg,29.1568,0.9592,0.001214
5974.jpg,23.8997,0.9111,0.004074
5977.jpg,29.8263,0.9262,0.001041
599.jpg,19.2742,0.8911,0.011819
5999.jpg,27.1083,0.9547,0.001946
6004.jpg,25.3653,0.9246,0.002907
6023.jpg,21.8739,0.9471,0.006495
6025.jpg,21.8322,0.9033,0.006558
6040.jpg,22.1599,0.8966,0.006082
6042.jpg,24.5391,0.9022,0.003516
6048.jpg,18.8514,0.7271,0.013028
6050.jpg,27.9422,0.9590,0.001606
6052.jpg,26.0806,0.9234,0.002466
6063.jpg,23.1308,0.8396,0.004863
6065.jpg,23.9906,0.9320,0.003990
6069.jpg,28.5324,0.9462,0.001402
6074.jpg,19.6917,0.8512,0.010736
6091.jpg,24.0586,0.8294,0.003928
6094.jpg,21.0555,0.9295,0.007842
6104.jpg,25.1488,0.9142,0.003056
6106.jpg,22.6920,0.9343,0.005380
6108.jpg,27.1490,0.9330,0.001928
6110.jpg,21.7626,0.9158,0.006664
6117.jpg,25.1454,0.8984,0.003058
6121.jpg,26.5903,0.9603,0.002193
6124.jpg,26.4830,0.9324,0.002247
6134.jpg,26.5813,0.9328,0.002197
6138.jpg,17.6154,0.8543,0.017316
6141.jpg,28.3154,0.9268,0.001474
6153.jpg,21.4386,0.8966,0.007180
6154.jpg,19.6776,0.8762,0.010771
6165.jpg,22.1140,0.7486,0.006146
6166.jpg,20.8011,0.9061,0.008315
6173.jpg,25.0820,0.9234,0.003103
6181.jpg,24.9896,0.9329,0.003170
6185.jpg,23.4208,0.8713,0.004549
6188.jpg,26.3728,0.9514,0.002305
6189.jpg,22.7149,0.8983,0.005352
619.jpg,26.7780,0.9694,0.002100
6190.jpg,20.0848,0.8633,0.009807
6191.jpg,19.7186,0.8680,0.010669
6196.jpg,26.4531,0.9202,0.002263
6201.jpg,25.5568,0.9301,0.002782
6203.jpg,25.3383,0.8636,0.002925
6216.jpg,25.2645,0.8997,0.002975
6224.jpg,24.1598,0.8719,0.003837
6226.jpg,25.3664,0.9306,0.002906
6232.jpg,29.0110,0.9470,0.001256
6233.jpg,25.4680,0.9154,0.002839
6236.jpg,23.6158,0.9432,0.004349
6246.jpg,24.4073,0.9754,0.003625
6249.jpg,27.4541,0.9088,0.001797
6250.jpg,21.8373,0.9216,0.006550
6258.jpg,29.8348,0.9405,0.001039
6266.jpg,26.7196,0.8820,0.002128
6267.jpg,25.1220,0.9540,0.003075
6269.jpg,24.9787,0.9314,0.003178
6273.jpg,27.4574,0.9428,0.001796
6281.jpg,23.2073,0.9448,0.004778
6283.jpg,24.1726,0.9191,0.003826
6284.jpg,25.7517,0.9130,0.002660
629.jpg,21.9611,0.9259,0.006366
6290.jpg,27.0653,0.9300,0.001965
6294.jpg,28.5252,0.9627,0.001404
6295.jpg,22.6525,0.8499,0.005429
6297.jpg,26.5874,0.9044,0.002194
6301.jpg,21.8236,0.9164,0.006571
6308.jpg,29.3815,0.9563,0.001153
6309.jpg,25.4649,0.9458,0.002841
6319.jpg,29.7033,0.9504,0.001071
6320.jpg,21.0045,0.9350,0.007935
6321.jpg,25.6876,0.9642,0.002699
6322.jpg,26.7161,0.9249,0.002130
6324.jpg,26.4776,0.9267,0.002250
6328.jpg,22.3991,0.9099,0.005756
6332.jpg,28.0691,0.9414,0.001560
6337.jpg,24.4145,0.8822,0.003619
6342.jpg,20.3498,0.8478,0.009226
6345.jpg,24.5610,0.9392,0.003499
6347.jpg,19.3149,0.8901,0.011709
6353.jpg,28.5365,0.9245,0.001401
6357.jpg,27.5438,0.9030,0.001760
6358.jpg,29.2798,0.9321,0.001180
6368.jpg,26.1184,0.9395,0.002444
6372.jpg,24.3929,0.7473,0.003637
6382.jpg,17.2600,0.8790,0.018793
6383.jpg,23.3216,0.9255,0.004654
6403.jpg,14.7649,0.8114,0.033382
6415.jpg,14.3451,0.8245,0.036770
6417.jpg,23.2767,0.9164,0.004702
643.jpg,30.0126,0.9417,0.000997
6436.jpg,26.6847,0.9176,0.002145
6438.jpg,24.0415,0.9257,0.003943
6448.jpg,26.2634,0.9246,0.002364
6449.jpg,26.5589,0.9562,0.002209
6450.jpg,25.0894,0.9090,0.003098
6456.jpg,25.7568,0.9052,0.002657
6459.jpg,24.0140,0.9376,0.003968
6461.jpg,24.1608,0.9538,0.003836
6462.jpg,28.4246,0.9507,0.001437
6476.jpg,22.0699,0.8411,0.006209
648.jpg,26.2638,0.9673,0.002364
6484.jpg,25.4109,0.9564,0.002877
6499.jpg,23.1358,0.8809,0.004858
6510.jpg,22.6789,0.9182,0.005396
6517.jpg,26.8113,0.9704,0.002084
6523.jpg,24.6423,0.9583,0.003434
6537.jpg,24.7308,0.9131,0.003364
6549.jpg,24.8691,0.8957,0.003259
6552.jpg,21.7275,0.9040,0.006718
6562.jpg,24.5292,0.9393,0.003524
6566.jpg,21.1187,0.8865,0.007729
6572.jpg,20.8504,0.8858,0.008222
6575.jpg,30.2367,0.9688,0.000947
6583.jpg,17.8277,0.8307,0.016490
6589.jpg,25.8703,0.9066,0.002588
659.jpg,26.2883,0.9121,0.002351
6592.jpg,21.7184,0.9007,0.006732
6598.jpg,28.2638,0.9485,0.001491
6609.jpg,24.4424,0.8945,0.003596
6620.jpg,21.8227,0.9166,0.006572
6621.jpg,18.8285,0.8542,0.013096
6627.jpg,22.5261,0.9163,0.005590
663.jpg,24.8563,0.9288,0.003269
6634.jpg,26.8472,0.8660,0.002067
6638.jpg,22.7677,0.8845,0.005287
664.jpg,24.4405,0.9493,0.003597
6651.jpg,25.6375,0.9169,0.002731
666.jpg,27.3881,0.8997,0.001825
6661.jpg,24.4161,0.9168,0.003617
6670.jpg,18.7015,0.7022,0.013485
6679.jpg,22.5104,0.9037,0.005610
6683.jpg,23.9578,0.8983,0.004020
6685.jpg,18.2254,0.8394,0.015047
6686.jpg,25.9306,0.9548,0.002552
6690.jpg,21.1154,0.8664,0.007735
6691.jpg,24.2189,0.9208,0.003785
67.jpg,31.1197,0.9519,0.000773
6706.jpg,24.4244,0.9226,0.003610
6712.jpg,28.7252,0.9700,0.001341
6714.jpg,21.9714,0.8717,0.006351
6727.jpg,24.7506,0.8927,0.003349
6742.jpg,26.9057,0.9520,0.002039
6744.jpg,23.7731,0.9320,0.004195
6745.jpg,25.1873,0.9171,0.003029
6749.jpg,24.8223,0.9482,0.003294
6762.jpg,23.4760,0.8594,0.004492
6766.jpg,18.5646,0.7471,0.013917
6770.jpg,16.4684,0.7888,0.022551
6771.jpg,28.2105,0.9140,0.001510
6774.jpg,23.3555,0.9362,0.004618
6779.jpg,26.1491,0.9444,0.002427
6781.jpg,25.9850,0.9238,0.002521
6782.jpg,19.6651,0.9045,0.010802
6786.jpg,21.5939,0.9027,0.006928
6795.jpg,27.5156,0.9461,0.001772
68.jpg,19.4491,0.8293,0.011352
6806.jpg,21.7983,0.9091,0.006610
6809.jpg,23.4908,0.9323,0.004476
6824.jpg,22.9096,0.9271,0.005117
6828.jpg,20.6376,0.8143,0.008634
6830.jpg,26.6406,0.9359,0.002167
6831.jpg,28.1285,0.9138,0.001539
6836.jpg,19.0732,0.8622,0.012379
6841.jpg,23.6078,0.9517,0.004357
6847.jpg,21.1532,0.8547,0.007668
6853.jpg,27.5285,0.9646,0.001767
6854.jpg,27.5927,0.9433,0.001741
686.jpg,24.0180,0.9354,0.003965
6868.jpg,25.9499,0.9539,0.002541
6877.jpg,28.0299,0.9619,0.001574
688.jpg,27.7590,0.9440,0.001675
6882.jpg,22.6579,0.9266,0.005423
6887.jpg,27.3644,0.8965,0.001835
69.jpg,25.0775,0.9468,0.003106
6901.jpg,14.4715,0.7397,0.035715
6902.jpg,24.6492,0.9559,0.003428
6904.jpg,20.3196,0.8807,0.009291
6906.jpg,27.0381,0.9275,0.001978
6909.jpg,24.2513,0.8952,0.003757
6915.jpg,26.1020,0.9379,0.002454
692.jpg,17.0548,0.7041,0.019703
6921.jpg,20.9380,0.8586,0.008058
6922.jpg,25.1452,0.9128,0.003058
6925.jpg,28.4817,0.9482,0.001418
6928.jpg,24.1854,0.9596,0.003815
6930.jpg,22.1801,0.9077,0.006053
6932.jpg,24.0896,0.9400,0.003900
6941.jpg,24.6683,0.9228,0.003413
6952.jpg,21.6796,0.8912,0.006793
6959.jpg,24.7350,0.9409,0.003361
6972.jpg,18.4566,0.8409,0.014267
6973.jpg,18.9522,0.9094,0.012729
6976.jpg,24.1827,0.9179,0.003817
6980.jpg,21.7644,0.9009,0.006661
6988.jpg,29.2871,0.9680,0.001178
699.jpg,23.5323,0.8367,0.004434
6995.jpg,23.0128,0.8642,0.004997
6996.jpg,22.2556,0.9235,0.005949
6997.jpg,23.3099,0.8989,0.004667
6998.jpg,23.4441,0.8922,0.004525
7001.jpg,24.3183,0.9622,0.003700
7013.jpg,21.4070,0.9267,0.007233
7014.jpg,24.8988,0.9567,0.003237
7018.jpg,20.2988,0.9173,0.009335
702.jpg,24.7679,0.8203,0.003336
7020.jpg,23.7238,0.9402,0.004242
7024.jpg,26.9845,0.9740,0.002002
7025.jpg,17.7555,0.8802,0.016767
7026.jpg,27.4182,0.9757,0.001812
7029.jpg,27.8336,0.9576,0.001647
7030.jpg,21.8541,0.9254,0.006525
7031.jpg,23.6160,0.9405,0.004349
7033.jpg,23.3563,0.8027,0.004617
704.jpg,21.3274,0.8315,0.007366
7040.jpg,18.9027,0.9282,0.012874
7050.jpg,19.2634,0.7614,0.011849
7057.jpg,25.4422,0.9471,0.002856
7058.jpg,23.0151,0.8963,0.004994
7061.jpg,19.9621,0.9191,0.010088
7066.jpg,24.6227,0.9062,0.003449
7078.jpg,22.2897,0.9647,0.005902
708.jpg,19.6920,0.8352,0.010735
7080.jpg,27.7747,0.9700,0.001669
7081.jpg,22.2372,0.9148,0.005974
7084.jpg,16.2170,0.7561,0.023895
7086.jpg,23.7236,0.8997,0.004243
7089.jpg,24.0971,0.9016,0.003893
7091.jpg,26.8462,0.9564,0.002067
7095.jpg,24.0538,0.9284,0.003932
7097.jpg,18.3391,0.8254,0.014658
7102.jpg,23.1536,0.9179,0.004838
711.jpg,28.4443,0.9297,0.001431
7114.jpg,22.7083,0.9326,0.005360
7115.jpg,25.8730,0.9329,0.002586
719.jpg,26.0488,0.9369,0.002484
72.jpg,22.2015,0.9091,0.006024
722.jpg,22.9254,0.9394,0.005099
723.jpg,27.5491,0.9451,0.001758
725.jpg,24.3855,0.9417,0.003643
735.jpg,22.2015,0.8349,0.006023
740.jpg,29.1813,0.9544,0.001207
741.jpg,19.1402,0.7867,0.012189
749.jpg,28.1513,0.9638,0.001531
755.jpg,24.2811,0.9113,0.003732
756.jpg,22.1074,0.8881,0.006155
760.jpg,25.2470,0.9431,0.002987
777.jpg,27.6229,0.9206,0.001729
781.jpg,22.1425,0.9139,0.006106
789.jpg,25.3476,0.9556,0.002919
791.jpg,24.1658,0.9562,0.003832
795.jpg,25.8036,0.9147,0.002628
817.jpg,22.2192,0.9559,0.005999
823.jpg,23.1224,0.9535,0.004873
824.jpg,26.7407,0.9253,0.002118
832.jpg,23.8059,0.7583,0.004163
835.jpg,25.0740,0.9146,0.003109
843.jpg,20.8367,0.9241,0.008248
85.jpg,27.7203,0.9594,0.001690
850.jpg,27.6929,0.9048,0.001701
852.jpg,22.0432,0.9253,0.006247
853.jpg,25.1667,0.9227,0.003043
861.jpg,19.6866,0.9553,0.010748
864.jpg,21.8067,0.8743,0.006597
867.jpg,20.0556,0.9277,0.009873
870.jpg,25.0124,0.9618,0.003153
871.jpg,25.1148,0.9447,0.003080
873.jpg,24.7966,0.9291,0.003314
879.jpg,28.6915,0.9604,0.001352
88.jpg,22.1488,0.9427,0.006097
881.jpg,30.4158,0.9623,0.000909
885.jpg,24.1855,0.7702,0.003815
895.jpg,21.6171,0.8664,0.006891
897.jpg,24.2706,0.9429,0.003741
899.jpg,19.0459,0.9132,0.012457
906.jpg,20.7306,0.9300,0.008452
910.jpg,25.3125,0.9194,0.002943
912.jpg,22.2921,0.9241,0.005899
917.jpg,26.1775,0.9318,0.002411
918.jpg,25.4721,0.9558,0.002837
922.jpg,21.9473,0.9010,0.006387
934.jpg,26.1158,0.9155,0.002446
936.jpg,22.2798,0.9329,0.005916
94.jpg,28.7766,0.9357,0.001325
948.jpg,27.3008,0.9496,0.001862
953.jpg,25.6670,0.8834,0.002712
955.jpg,22.3933,0.8716,0.005763
965.jpg,23.9470,0.8825,0.004030
966.jpg,28.4912,0.9558,0.001415
968.jpg,25.3631,0.9331,0.002909
970.jpg,21.2095,0.9165,0.007569
971.jpg,20.4501,0.7997,0.009015
972.jpg,25.1967,0.9557,0.003022
974.jpg,26.8931,0.9851,0.002045
990.jpg,27.9742,0.9476,0.001594
993.jpg,24.9025,0.9422,0.003234
994.jpg,19.5128,0.8443,0.011187
997.jpg,26.6763,0.9501,0.002150
